"record_id","landcover_class"
906123847,"1"
906123848,"1"
906123849,"1"
906123850,"1"
906123861,"5"
906123862,"5"
906123863,"5"
906123864,"6"
906123865,"6"
906123866,"6"
906123867,"18"
906123868,"18"
906123881,"6"
906123882,"6"
906123883,"1"
906123884,"5"
906123885,"1"
906123890,"8"
906123892,"6"
906123893,"6"
906123896,"5"
906123897,"1"
906123903,"6"
906123904,"18"
906123905,"18"
906123906,"18"
906123907,"18"
906123925,"6"
906123959,"6"
906123960,"6"
906123961,"1"
906123982,"6"
906123983,"6"
906124002,"1"
906124003,"1"
906124004,"1"
906124005,"1"
906124021,"5"
906124022,"5"
906124023,"6"
906124024,"6"
906124025,"6"
906124026,"6"
906124027,"5"
906124030,"6"
906124031,"6"
906124045,"6"
906124065,"6"
906124066,"6"
906124076,"1"
906124081,"6"
906124082,"17"
906124083,"17"
906124088,"1"
906124089,"1"
906124098,"6"
906124099,"6"
906124100,"6"
906124130,"6"
906124134,"8"
906124135,"8"
906124136,"1"
906124144,"6"
906124145,"6"
906124184,"18"
906124185,"18"
906124188,"6"
906124189,"6"
906124190,"1"
906124191,"6"
906124194,"6"
906124195,"6"
906124196,"6"
906124201,"1"
906124202,"5"
906124203,"6"
906124204,"6"
906124205,"6"
906124206,"6"
906124207,"6"
906124208,"5"
906124209,"6"
906124216,"1"
906124217,"1"
906124218,"6"
906124219,"6"
906124220,"6"
906124227,"6"
906124232,"17"
906124233,"17"
906124234,"17"
906124261,"6"
906124262,"1"
906124263,"1"
906124267,"1"
906124268,"1"
906124269,"1"
906124277,"1"
906124278,"5"
906124279,"5"
906124289,"6"
906124299,"6"
906124304,"18"
906124305,"6"
906124306,"1"
906124307,"6"
906124315,"1"
906124316,"1"
906124317,"1"
906124318,"1"
906124333,"6"
906124334,"6"
906124335,"6"
906124336,"5"
906124346,"5"
906124347,"6"
906124348,"6"
906124349,"6"
906124350,"6"
906124367,"6"
906124368,"18"
906124378,"6"
906124379,"6"
906124380,"1"
906124381,"6"
906124387,"6"
906124388,"6"
906124389,"6"
906124390,"6"
906124396,"6"
906124398,"6"
906124399,"6"
906124400,"6"
906124401,"6"
906124408,"18"
906124409,"6"
906124410,"6"
906124414,"6"
906124415,"6"
906124421,"6"
906124422,"6"
906124424,"6"
906124427,"8"
906124428,"8"
906124429,"6"
906124442,"6"
906124443,"6"
906124444,"6"
906124445,"6"
906124446,"1"
906124449,"5"
906124450,"5"
906124469,"6"
906124470,"6"
906124505,"1"
906124507,"1"
906124508,"6"
906124514,"1"
906124515,"1"
906124529,"5"
906124530,"6"
906124571,"6"
906124572,"6"
906124573,"6"
906124602,"6"
906124649,"5"
906124650,"6"
906124651,"1"
906124652,"1"
906124654,"6"
906124657,"1"
906124674,"6"
906124675,"17"
906124676,"17"
906124680,"1"
906124763,"18"
906124766,"8"
906124772,"6"
906124773,"6"
906124774,"6"
906124775,"6"
906124782,"1"
906124803,"6"
906124804,"6"
906124824,"6"
906124836,"1"
906124837,"5"
906124840,"6"
906124847,"6"
906124848,"1"
906124849,"18"
906124850,"18"
906124886,"6"
906124887,"1"
906124914,"6"
906124921,"6"
906124925,"8"
906124926,"6"
906124927,"6"
906124928,"1"
906124929,"1"
906124989,"1"
906124990,"1"
906124993,"6"
906124994,"6"
906125010,"6"
906125029,"6"
906125038,"6"
906125039,"1"
906125068,"6"
906125084,"6"
906125085,"1"
906125086,"6"
906125087,"6"
906125140,"5"
906125141,"5"
906125142,"6"
906125143,"6"
906125144,"17"
906125145,"17"
906125175,"1"
906125183,"5"
906125184,"6"
906125189,"5"
906125196,"6"
906125235,"5"
906125239,"5"
906125240,"5"
906125241,"1"
906125264,"6"
906125265,"6"
906125266,"6"
906125267,"5"
906125268,"5"
906125271,"5"
906125272,"1"
906125321,"6"
906125322,"6"
906125344,"6"
906125345,"1"
906125346,"1"
906125347,"17"
906125348,"6"
906125349,"6"
906125350,"1"
906125351,"1"
906125352,"18"
906125356,"6"
906125364,"1"
906125365,"17"
906125380,"6"
906125381,"6"
906125382,"6"
906125414,"1"
906125415,"1"
906125416,"1"
906125420,"6"
906125421,"6"
906125440,"1"
906125441,"1"
906125462,"6"
906125465,"6"
906125480,"17"
906125481,"6"
906125491,"6"
906125492,"6"
906125493,"1"
906125494,"1"
906125499,"6"
906125533,"5"
906125549,"5"
906125550,"5"
906125551,"6"
906125561,"6"
906125582,"17"
906125583,"17"
906125584,"17"
906125585,"6"
906125586,"6"
906125588,"6"
906125595,"6"
906125618,"1"
906125619,"1"
906125634,"1"
906125644,"6"
906125645,"1"
906125651,"1"
906125652,"1"
906125653,"6"
906125654,"1"
906125666,"17"
906125701,"6"
906125713,"6"
906125730,"5"
906125755,"6"
906125756,"1"
906125771,"6"
906125772,"6"
906125828,"6"
906125848,"6"
906125849,"6"
906125850,"1"
906125886,"1"
906125887,"6"
906125888,"18"
906125896,"6"
906125916,"1"
906125951,"6"
906125952,"6"
906125953,"8"
906125959,"6"
906125960,"6"
906126031,"1"
906126032,"6"
906126045,"18"
906126046,"8"
906126047,"1"
906126054,"18"
906126055,"6"
906126056,"1"
906126057,"1"
906126078,"6"
906126079,"6"
906126085,"1"
906126086,"8"
906126087,"5"
906126088,"1"
906126089,"1"
906126094,"18"
906126103,"6"
906126108,"1"
906126138,"5"
906126139,"6"
906126140,"6"
906126159,"1"
906126180,"6"
906126223,"5"
906126224,"6"
906126225,"6"
906126226,"6"
906126261,"6"
906126270,"17"
906126289,"6"
906126310,"8"
906126332,"1"
906126333,"1"
906126336,"6"
906126339,"1"
906126340,"1"
906126350,"1"
906126353,"1"
906126356,"1"
906126357,"1"
906126377,"1"
906126379,"1"
906126380,"1"
906126381,"1"
906126382,"1"
906126383,"1"
906126412,"6"
906126413,"6"
906126414,"1"
906126417,"5"
906126418,"5"
906126430,"6"
906126431,"6"
906126448,"17"
906126457,"5"
906126519,"1"
906126520,"1"
906126521,"5"
906126522,"5"
906126523,"5"
906126524,"1"
906126525,"1"
906126526,"1"
906126527,"17"
906126528,"17"
906126600,"5"
906126601,"5"
906126606,"1"
906126607,"17"
906126608,"17"
906126609,"17"
906126616,"5"
906126617,"5"
906126618,"5"
906126619,"5"
906126631,"6"
906126640,"6"
906126641,"6"
906126642,"1"
906126643,"5"
906126644,"5"
906126645,"5"
906126646,"1"
906126660,"18"
906126661,"18"
906126662,"18"
906126663,"6"
906126664,"6"
906126674,"6"
906126675,"6"
906126702,"1"
906126703,"6"
906126753,"6"
906126754,"6"
906126804,"1"
906126805,"1"
906126810,"1"
906126811,"17"
906126812,"5"
906126813,"18"
906126829,"1"
906126830,"5"
906126845,"6"
906126852,"5"
906126853,"5"
906126864,"8"
906126865,"6"
906126872,"1"
906126873,"6"
906126876,"1"
906126877,"1"
906126898,"6"
906126899,"17"
906126938,"8"
906126956,"1"
906127008,"1"
906127028,"6"
906127038,"6"
906127097,"17"
906127116,"6"
906127117,"5"
906127118,"5"
906127122,"6"
906127193,"1"
906127231,"1"
906127232,"1"
906127243,"5"
906127255,"6"
906127256,"1"
906127257,"5"
906127265,"6"
906127275,"5"
906127276,"5"
906127277,"6"
906127278,"1"
906127279,"1"
906127282,"1"
906127303,"6"
906127330,"8"
906127331,"1"
906127359,"6"
906127365,"8"
906127389,"6"
906127408,"1"
906127449,"1"
906127450,"6"
906127451,"5"
906127462,"1"
906127463,"1"
906127468,"1"
906127469,"1"
906127491,"18"
906127543,"1"
906127549,"5"
906127567,"6"
906127582,"6"
906127583,"6"
906127592,"6"
906127593,"1"
906127594,"1"
906127595,"5"
906127629,"17"
906127639,"6"
906127640,"6"
906127658,"1"
906127660,"1"
906127690,"6"
906127691,"1"
906127729,"6"
906127730,"8"
906127739,"1"
906127758,"5"
906127759,"6"
906127786,"1"
906127800,"8"
906127824,"6"
906127839,"6"
906127840,"6"
906127841,"8"
906127902,"1"
906127903,"6"
906127963,"1"
906127980,"5"
906127981,"6"
906128001,"6"
906128002,"6"
906128013,"1"
906128014,"1"
906128046,"6"
906128047,"6"
906128059,"1"
906128097,"5"
906128107,"1"
906128108,"1"
906128109,"1"
906128110,"1"
906128156,"6"
906128157,"6"
906128158,"6"
906128173,"1"
906128176,"6"
906128177,"1"
906128178,"5"
906128210,"6"
906128211,"6"
906128212,"6"
906128213,"1"
906128214,"1"
906128234,"1"
906128258,"6"
906128280,"6"
906128281,"6"
906128310,"1"
906128311,"5"
906128312,"6"
906128352,"5"
906128353,"5"
906128354,"6"
906128355,"6"
906128356,"8"
906128357,"8"
906128379,"18"
906128394,"6"
906128407,"6"
906128408,"5"
906128420,"6"
906128421,"6"
906128440,"6"
906128441,"5"
906128447,"6"
906128448,"5"
906128449,"6"
906128450,"5"
906128451,"5"
906128452,"6"
906128463,"6"
906128464,"5"
906128499,"1"
906128500,"6"
906128501,"5"
906128510,"6"
906128553,"18"
906128554,"18"
906128581,"1"
906128582,"5"
906128583,"6"
906128584,"6"
906128591,"6"
906128592,"6"
906128593,"6"
906128603,"5"
906128604,"6"
906128605,"5"
906128610,"6"
906128611,"6"
906128621,"5"
906128635,"5"
906128639,"1"
906128657,"6"
906128658,"6"
906128672,"1"
906128673,"1"
906128674,"1"
906128683,"6"
906128706,"6"
906128707,"1"
906128708,"1"
906128709,"6"
906128755,"6"
906128756,"6"
906128757,"5"
906128774,"6"
906128775,"6"
906128787,"6"
906128788,"6"
906128802,"1"
906128803,"1"
906128812,"6"
906128813,"6"
906128846,"6"
906128847,"6"
906128848,"6"
906128859,"8"
906128886,"1"
906128891,"6"
906128892,"6"
906128893,"5"
906128920,"6"
906128921,"6"
906128922,"6"
906128924,"1"
906128925,"1"
906128963,"6"
906128970,"6"
906128971,"6"
906128972,"6"
906128973,"18"
906128974,"18"
906128975,"1"
906128992,"1"
906128993,"1"
906129015,"5"
906129016,"8"
906129020,"1"
906129021,"1"
906129038,"6"
906129040,"6"
906129041,"5"
906129042,"6"
906129043,"6"
906129044,"6"
906129076,"6"
906129092,"6"
906129182,"1"
906129196,"6"
906129197,"6"
906129210,"1"
906129214,"6"
906129222,"1"
906129223,"6"
906129224,"6"
906129225,"6"
906129228,"6"
906129229,"18"
906129264,"1"
906129265,"1"
906129283,"6"
906129284,"6"
906129285,"5"
906129286,"5"
906129287,"6"
906129294,"1"
906129295,"1"
906129296,"17"
906129297,"17"
906129298,"6"
906129299,"6"
906129309,"1"
906129321,"6"
906129349,"6"
906129350,"1"
906129370,"6"
906129398,"1"
906129399,"6"
906129400,"1"
906129401,"5"
906129402,"6"
906129427,"6"
906129436,"1"
906129437,"17"
906129442,"1"
906129443,"6"
906129444,"6"
906129446,"1"
906129460,"6"
906129461,"6"
906129462,"1"
906129474,"6"
906129475,"6"
906129476,"6"
906129483,"18"
906129486,"1"
906129487,"6"
906129491,"6"
906129492,"5"
906129493,"8"
906129506,"1"
906129531,"6"
906129532,"6"
906129533,"6"
906129534,"1"
906129535,"1"
906129536,"6"
906129537,"6"
906129538,"1"
906129539,"1"
906129543,"6"
906129544,"6"
906129583,"1"
906129584,"1"
906129592,"1"
906129593,"1"
906129663,"6"
906129676,"17"
906129677,"6"
906129732,"1"
906129733,"5"
906129734,"1"
906129749,"6"
906129750,"1"
906129751,"18"
906129752,"6"
906129753,"6"
906129764,"6"
906129765,"6"
906129766,"1"
906129767,"1"
906129768,"6"
906129769,"6"
906129772,"6"
906129773,"6"
906129774,"1"
906129775,"1"
906129780,"1"
906129781,"1"
906129782,"17"
906129788,"6"
906129789,"6"
906129808,"1"
906129863,"1"
906129903,"1"
906129906,"6"
906129907,"1"
906129929,"6"
906129936,"6"
906129937,"5"
906129938,"6"
906129939,"6"
906129952,"5"
906129953,"1"
906129954,"6"
906129955,"6"
906129956,"5"
906129957,"6"
906129958,"1"
906129959,"6"
906129960,"1"
906129961,"6"
906129962,"1"
906129990,"17"
906129991,"6"
906130070,"1"
906130074,"1"
906130089,"6"
906130098,"8"
906130139,"1"
906130145,"1"
906130164,"6"
906130165,"1"
906130166,"6"
906130168,"1"
906130169,"1"
906130170,"6"
906130171,"6"
906130172,"6"
906130205,"6"
906130206,"6"
906130237,"17"
906130238,"6"
906130263,"6"
906130264,"6"
906130268,"6"
906130269,"6"
906130334,"6"
906130339,"6"
906130340,"1"
906130353,"6"
906130364,"1"
906130365,"17"
906130366,"6"
906130367,"6"
906130414,"6"
906130416,"6"
906130417,"6"
906130418,"1"
906130440,"1"
906130441,"5"
906130442,"1"
906130507,"1"
906130508,"6"
906130509,"6"
906130552,"5"
906130553,"5"
906130554,"5"
906130558,"1"
906130559,"1"
906130560,"18"
906130633,"6"
906130634,"6"
906130642,"6"
906130656,"6"
906130657,"6"
906130658,"6"
906130659,"1"
906130666,"6"
906130667,"6"
906130668,"6"
906130688,"5"
906130689,"5"
906130690,"6"
906130691,"6"
906130692,"6"
906130712,"5"
906130713,"1"
906130714,"1"
906130746,"1"
906130747,"1"
906130780,"1"
906130781,"6"
906130783,"6"
906130788,"17"
906130789,"17"
906130801,"6"
906130810,"5"
906130811,"6"
906130812,"6"
906130813,"8"
906130814,"8"
906130869,"1"
906130870,"8"
906130889,"1"
906130944,"6"
906130951,"1"
906130987,"6"
906131070,"1"
906131071,"1"
906131099,"1"
906131106,"1"
906131107,"6"
906131123,"1"
906131124,"1"
906131149,"5"
906131166,"6"
906131167,"1"
906131175,"1"
906131184,"6"
906131212,"1"
906131213,"6"
906131214,"1"
906131215,"6"
906131263,"6"
906131264,"6"
906131265,"6"
906131266,"6"
906131267,"6"
906131268,"6"
906131269,"1"
906131301,"1"
906131302,"6"
906131303,"6"
906131304,"6"
906131305,"6"
906131306,"6"
906131307,"1"
906131326,"1"
906131360,"6"
906131363,"18"
906131389,"6"
906131390,"6"
906131399,"1"
906131416,"1"
906131417,"5"
906131443,"17"
906131444,"6"
906131445,"5"
906131446,"6"
906131447,"6"
906131475,"6"
906131483,"6"
906131484,"6"
906131511,"5"
906131512,"6"
906131513,"6"
906131514,"5"
906131522,"1"
906131525,"5"
906131567,"1"
906131568,"1"
906131569,"6"
906131570,"6"
906131587,"6"
906131596,"5"
906131600,"6"
906131601,"1"
906131632,"6"
906131639,"18"
906131640,"1"
906131641,"1"
906131658,"6"
906131659,"6"
906131660,"6"
906131661,"1"
906131662,"1"
906131686,"6"
906131687,"1"
906131723,"5"
906131724,"5"
906131781,"1"
906131782,"1"
906131783,"1"
906131809,"1"
906131813,"1"
906131838,"6"
906131882,"6"
906131883,"6"
906131884,"6"
906131885,"1"
906131886,"1"
906131900,"6"
906131901,"8"
906131908,"6"
906131936,"5"
906131937,"6"
906131938,"1"
906131939,"1"
906131978,"6"
906132019,"1"
906132020,"6"
906132029,"1"
906132030,"6"
906132037,"6"
906132038,"1"
906132039,"6"
906132049,"6"
906132050,"6"
906132078,"6"
906132097,"6"
906132098,"6"
906132099,"1"
906132100,"1"
906132158,"6"
906132170,"17"
906132179,"5"
906132181,"6"
906132182,"6"
906132183,"17"
906132220,"6"
906132236,"1"
906132237,"1"
906132238,"1"
906132263,"1"
906132272,"6"
906132273,"5"
906132274,"6"
906132286,"1"
906132287,"6"
906132288,"6"
906132289,"6"
906132290,"6"
906132305,"5"
906132306,"6"
906132340,"17"
906132361,"5"
906132362,"1"
906132363,"1"
906132364,"5"
906132365,"6"
906132366,"6"
906132379,"17"
906132380,"1"
906132381,"6"
906132408,"6"
906132409,"6"
906132432,"6"
906132433,"6"
906132455,"5"
906132456,"6"
906132489,"6"
906132515,"6"
906132516,"6"
906132533,"1"
906132534,"1"
906132552,"1"
906132553,"1"
906132566,"6"
906132625,"18"
906132633,"6"
906132694,"6"
906132695,"6"
906132701,"6"
906132702,"6"
906132715,"18"
906132723,"6"
906132724,"6"
906132740,"6"
906132741,"6"
906132742,"6"
906132744,"1"
906132792,"1"
906132793,"6"
906132806,"1"
906132807,"1"
906132856,"1"
906132864,"6"
906132865,"1"
906132866,"1"
906132867,"6"
906132868,"1"
906132869,"1"
906132900,"6"
906132901,"8"
906132915,"1"
906132936,"6"
906132960,"1"
906133001,"6"
906133002,"1"
906133079,"6"
906133162,"6"
906133176,"1"
906133177,"1"
906133178,"1"
906133183,"1"
906133184,"1"
906133217,"6"
906133233,"6"
906133234,"6"
906133235,"6"
906133236,"6"
906133237,"6"
906133247,"6"
906133248,"6"
906133266,"18"
906133267,"1"
906133268,"1"
906133275,"6"
906133276,"6"
906133336,"8"
906133350,"6"
906133351,"6"
906133362,"1"
906133372,"6"
906133490,"1"
906133497,"6"
906133515,"6"
906133516,"5"
906133517,"8"
906133645,"6"
906133689,"6"
906133690,"1"
906133743,"6"
906133752,"6"
906133813,"1"
906133814,"1"
906133815,"6"
906133816,"6"
906133836,"17"
906133857,"1"
906133858,"1"
906133859,"6"
906133860,"6"
906133861,"6"
906133945,"6"
906133946,"6"
906133947,"6"
906133984,"6"
906133985,"6"
906134042,"18"
906134043,"1"
906134044,"1"
906134062,"5"
906134128,"1"
906134231,"1"
906134232,"5"
906134233,"5"
906134234,"5"
906134235,"6"
906134254,"6"
906134339,"1"
906134340,"6"
906134363,"6"
906134364,"17"
906134376,"17"
906134394,"6"
906134424,"6"
906134425,"6"
906134426,"6"
906134465,"6"
906134466,"6"
906134500,"6"
906134690,"6"
906134691,"6"
906134698,"6"
906134757,"6"
906134834,"1"
906134835,"1"
906134904,"1"
906135270,"17"
906135271,"17"
906135372,"6"
906135373,"6"
906135407,"6"
906135408,"6"
906135450,"6"
906135451,"6"
906135452,"5"
906135463,"1"
906135464,"1"
906135465,"5"
906135466,"6"
906135467,"17"
906135469,"5"
906135470,"5"
906135514,"6"
906135515,"6"
906135560,"1"
906135607,"6"
906135608,"6"
906135643,"6"
906135644,"1"
906135645,"6"
906135646,"6"
906135647,"6"
906135671,"18"
906135687,"8"
906135777,"6"
906135778,"6"
906135779,"6"
906135828,"5"
906135829,"1"
906135830,"6"
906135850,"1"
906135912,"1"
906135967,"1"
906135968,"17"
906135969,"1"
906136186,"1"
906136187,"6"
906136188,"5"
906136189,"5"
906136192,"6"
906136355,"18"
906136467,"18"
906136592,"6"
906136884,"5"
906136910,"1"
906136911,"6"
906136915,"1"
906136928,"6"
906136929,"1"
906137006,"6"
906137007,"6"
906137120,"6"
906137149,"6"
906137316,"6"
906137317,"6"
906137318,"6"
906137459,"5"
906137460,"5"
906137461,"5"
906137462,"6"
906137559,"5"
906137563,"6"
906137564,"5"
906137565,"6"
906137607,"6"
906137608,"6"
906137609,"6"
906138015,"6"
906138021,"17"
906138828,"1"
906138859,"1"
906138860,"8"
906138861,"1"
906138862,"5"
906138864,"1"
906138998,"6"
906139191,"6"
906139487,"1"
906139496,"1"
906139497,"1"
906139520,"17"
906139521,"17"
906139655,"1"
906139661,"1"
906139693,"1"
906139694,"6"
906139745,"6"
906139748,"6"
906139749,"6"
906139750,"6"
906139751,"17"
906139752,"1"
906139753,"6"
906139754,"5"
906139807,"6"
906139826,"6"
906139827,"6"
906139833,"5"
906139834,"5"
906139866,"17"
906139881,"8"
906140080,"6"
906140081,"1"
906140345,"1"
906140346,"6"
906140356,"6"
906140402,"5"
906140469,"1"
906140470,"1"
906140471,"6"
906140472,"6"
906140589,"5"
906140590,"5"
906140591,"6"
906140596,"6"
906140634,"6"
906140635,"6"
906140636,"6"
906140637,"5"
906140651,"8"
906140671,"18"
906140862,"6"
906140863,"6"
906140864,"6"
906141137,"6"
906141883,"8"
906141884,"6"
906141891,"18"
906141923,"8"
906141924,"6"
906141933,"5"
906141934,"1"
906141935,"17"
906142343,"1"
906142344,"6"
906142384,"18"
906143212,"1"
906143222,"1"
906143223,"18"
906143224,"6"
906143259,"6"
906143260,"6"
906143320,"6"
906143337,"5"
906143338,"6"
906143339,"6"
906143340,"6"
906143359,"5"
906143360,"6"
906143373,"1"
906143374,"1"
906143375,"6"
906143392,"6"
906143393,"6"
906143394,"6"
906143395,"5"
906143417,"1"
906143437,"5"
906143511,"1"
906143512,"1"
906143525,"6"
906143557,"1"
906143558,"6"
906143583,"1"
906143584,"6"
906143585,"6"
906143586,"6"
906143587,"6"
906143588,"6"
906143876,"6"
906143877,"8"
906143908,"1"
906144075,"6"
906144087,"1"
906144088,"1"
906144089,"17"
906144090,"6"
906144091,"6"
906144213,"1"
906144214,"1"
906144231,"6"
906144294,"6"
906144295,"6"
906144322,"6"
906144323,"1"
906144341,"1"
906144342,"1"
906144343,"1"
906144344,"1"
906144351,"6"
906144352,"6"
906144366,"1"
906144368,"1"
906144463,"1"
906144464,"6"
906144515,"6"
906144516,"6"
906144524,"6"
906144585,"6"
906144586,"6"
906144593,"6"
906144594,"6"
906144595,"1"
906144635,"1"
906144636,"6"
906144637,"5"
906144666,"6"
906144801,"6"
906144802,"6"
906144845,"6"
906144904,"6"
906144921,"6"
906144924,"6"
906144936,"6"
906145006,"1"
906145104,"1"
906145105,"6"
906145429,"6"
906145430,"1"
906145431,"1"
906145521,"8"
906145564,"6"
906145603,"6"
906146392,"6"
906146393,"1"
906146394,"1"
906146424,"6"
906146425,"6"
906146426,"1"
906146438,"6"
906146439,"18"
906146454,"1"
906146455,"1"
906146456,"6"
906146457,"6"
906146491,"1"
906146492,"1"
906147020,"6"
906147021,"5"
906147186,"6"
906147187,"1"
906150511,"1"
906150524,"1"
906150617,"1"
906154328,"1"
906156292,"6"
906158389,"1"
906158559,"6"
